id,name,host_name,host_location,host_response_time,host_is_superhost,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,number_of_reviews,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_cleaned
3809530,Best location in Chicago! Superhost,Laura,"Chicago, IL",within an hour,False,Neighborhood highlights,West Town,41.90173,-87.67359,Entire rental unit,Todo o espaço,3,1.0,1.0,1.0,$258.00,32,103,0,4.98,False,258.0
3811926,The Blue Room,Erik,"Chicago, IL",within an hour,True,Neighborhood highlights,West Lawn,41.78392,-87.72921,Private room in home,Quarto privativo,2,1.0,1.0,1.0,$38.00,1,551,1,4.83,True,38.0
3897045,Chic and modern - Best location in Chicago,Andrea,"Chicago, IL",within an hour,False,Neighborhood highlights,Near North Side,41.89637,-87.62726,Entire condo,Todo o espaço,2,1.0,1.0,1.0,$121.00,32,38,0,4.61,False,121.0
3924599,Unique and Chic 1,Bobbie,United States,within a few hours,False,Neighborhood highlights,Grand Boulevard,41.8198,-87.61423,Private room in rental unit,Quarto privativo,1,1.0,1.0,1.0,$131.00,5,8,0,4.88,True,131.0
3962072,SPACIOUS and VERY BRIGHT 2BDR LOFT near DOWNTOWN,Gabriela,"Long Beach, CA",within an hour,True,Neighborhood highlights,Near West Side,41.88503,-87.68664,Entire loft,Todo o espaço,6,1.0,2.0,2.0,$149.00,3,155,2,4.81,False,149.0
3970529,"Well-appointed 1+ Br Bucktown Apt, baby-friendly!",Helen,"Chicago, IL",,False,Neighborhood highlights,Logan Square,41.91939,-87.6777,Entire rental unit,Todo o espaço,4,1.0,1.0,1.0,$235.00,33,107,0,4.95,False,235.0
3979320,2 Room Apartment in Vintage Bldg,Karen,"Chicago, IL",within a few hours,True,,Uptown,41.95652,-87.64982,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$101.00,3,61,6,4.95,False,101.0
3979385,Private 3rd Floor Apartment,Karen,"Chicago, IL",within a few hours,True,Neighborhood highlights,Uptown,41.95669,-87.64847,Entire home,Todo o espaço,4,1.0,2.0,2.0,$132.00,3,388,5,4.91,False,132.0
4083903,"Beautiful, Spacious Historic Greystone Unit.",Fatimah,"Chicago, IL",,False,Neighborhood highlights,Grand Boulevard,41.80392,-87.6108,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$150.00,32,3,0,5.0,False,150.0
4096995,Spacious Private Room w/ king bed,Elizabeth,"Chicago, IL",within an hour,True,Neighborhood highlights,Uptown,41.96264,-87.67296,Private room in rental unit,Quarto privativo,2,1.0,1.0,3.0,$54.00,32,38,1,4.61,False,54.0
4105283,Short-Term Sublet Near Lake Michigan,Rachel,"Chicago, IL",,False,Neighborhood highlights,Edgewater,41.99701,-87.66099,Entire rental unit,Todo o espaço,1,1.0,1.0,1.0,$42.00,75,212,0,4.96,False,42.0
4150121,Stunning Chicago Loft Near Wrigley Field,Lisa,"Honolulu, HI",within an hour,True,Neighborhood highlights,Lake View,41.94987,-87.64611,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$120.00,2,521,0,4.73,True,120.0
4156913,Near Lake Michigan & Wrigley Field,Brian,"Chicago, IL",within an hour,True,,Uptown,41.96705,-87.65772,Entire condo,Todo o espaço,4,2.0,2.0,2.0,$223.00,2,302,6,4.98,False,223.0
4243309,Sleek Wrigleyville/Boystown Condo with Rooftop Skyline Views,Nathan,"Chicago, IL",within a few hours,False,Neighborhood highlights,Lake View,41.94124,-87.64941,Private room in condo,Quarto privativo,2,1.0,1.0,1.0,$115.00,1,422,1,4.97,False,115.0
4243905,Historic house in hip Logan Square,Jill,"Chicago, IL",within a day,False,Neighborhood highlights,Logan Square,41.9254,-87.69753,Entire home,Todo o espaço,4,2.0,2.0,2.0,$250.00,32,53,0,4.94,False,250.0
4257285,The Stained Glass Apt. Edgewater #2,Felice,"Chicago, IL",within a few hours,True,Neighborhood highlights,Edgewater,41.99632,-87.66385,Private room in condo,Quarto privativo,1,1.0,2.0,1.0,$60.00,3,112,1,4.97,False,60.0
4264117,Cozy Chicago Stay in Heart of Lincoln Square,Nancy,"Chicago, IL",within a day,False,Neighborhood highlights,Lincoln Square,41.96745,-87.68424,Entire condo,Todo o espaço,2,1.0,1.0,2.0,$62.00,1,25,2,4.76,False,62.0
4278818,Unique and Chic 2,Bobbie,United States,within a few hours,False,Neighborhood highlights,Grand Boulevard,41.81873,-87.61387,Entire rental unit,Todo o espaço,1,1.0,1.0,2.0,$128.00,5,23,0,4.7,True,128.0
4335812,Garden Suite,Bobbie,United States,within a few hours,False,Neighborhood highlights,Grand Boulevard,41.81793,-87.61291,Private room in townhouse,Quarto privativo,1,1.5,1.0,1.0,$115.00,5,13,0,4.85,False,115.0
4365466,01a. Full bed in Shared Space - Female Guests Only,Joseph,"Chicago, IL",within an hour,True,Neighborhood highlights,West Ridge,42.01653,-87.68788,Shared room in rental unit,Quarto compartilhado,1,2.0,1.0,1.0,$22.00,1,124,0,4.75,False,22.0
4370895,Sun-drenched Vintage Flat with a Lake view,Kayla,"Connecticut, United States",a few days or more,False,Neighborhood highlights,Near North Side,41.90487,-87.62747,Entire rental unit,Todo o espaço,7,1.0,2.0,3.0,$272.00,32,96,0,4.6,False,272.0
4394093,Private bed/bath in beautiful home,Anne,"Chicago, IL",,False,Neighborhood highlights,Lake View,41.95518,-87.66999,Private room in home,Quarto privativo,2,1.0,1.0,1.0,$85.00,3,36,0,5.0,False,85.0
4417718,"Cozy, Bright Basement Guest Suite",Angela,"Chicago, IL",within a few hours,True,Neighborhood highlights,Irving Park,41.96114,-87.70514,Private room in rental unit,Quarto privativo,1,1.0,1.0,1.0,$79.00,25,29,0,4.9,False,79.0
4457161,"Comfy 3BD/1BA, garage spot included",Jeanne,"Chicago, IL",,False,Neighborhood highlights,North Center,41.95931,-87.67795,Entire rental unit,Todo o espaço,4,1.0,3.0,3.0,$200.00,2,106,0,4.98,False,200.0
4567558,2 Bedrooms are perfect for groups up to 3 guests,Adam,"Chicago, IL",,False,Neighborhood highlights,Irving Park,41.95501,-87.73814,Private room in rental unit,Quarto privativo,3,,2.0,,,32,131,0,4.64,False,
4592031,UPTOWN ROW HOUSE-SPACIOUS PRIVATE SHARED ROOM(S),Tomasso,"Chicago, IL",within a day,True,Neighborhood highlights,Uptown,41.96574,-87.65747,Private room in townhouse,Quarto privativo,4,2.0,2.0,2.0,$91.00,1,160,3,4.94,False,91.0
4632510,Spacious two bedroom with patio!,Elizabeth Anna,"Chicago, IL",within a day,False,Neighborhood highlights,West Town,41.90376,-87.69556,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$79.00,32,167,0,4.77,False,79.0
4662201,"Great location, large space",Syed,"Chicago, IL",within a day,False,Neighborhood highlights,West Town,41.900188,-87.661751,Private room in loft,Quarto privativo,4,1.0,1.0,2.0,$100.00,32,28,0,4.86,False,100.0
4730797,Home in Vibrant Logan Square,Justine,"Chicago, IL",within an hour,True,Neighborhood highlights,Logan Square,41.92125,-87.70158,Private room in home,Quarto privativo,3,1.0,1.0,2.0,$60.00,4,144,1,4.83,False,60.0
4731523,A Cozy Room for Two in Vibrant Logan Square,Justine,"Chicago, IL",within an hour,True,Neighborhood highlights,Logan Square,41.92286,-87.70154,Private room in home,Quarto privativo,3,1.0,1.0,2.0,$58.00,4,103,1,4.87,False,58.0
4786970,Large room in Art Gallery ((:,William,"Chicago, IL",within a day,False,Neighborhood highlights,West Town,41.90992,-87.67521,Private room in loft,Quarto privativo,2,,1.0,,,32,70,1,4.81,False,
4793938,"2BD/2BA w/ gourmet kitchen, private balcony & more",Rick,"Chicago, IL",within an hour,True,Neighborhood highlights,Uptown,41.97106,-87.66777,Room in aparthotel,,4,,2.0,,,3,91,0,4.93,False,
4803582,Coach house Wicker Park- Bucktown,Barbara,"Vancouver, Canada",,False,Neighborhood highlights,West Town,41.90596,-87.67569,Entire guesthouse,Todo o espaço,2,1.0,1.0,1.0,$137.00,32,157,1,4.76,False,137.0
4840199,Luxe 3BD/2BA with Fireplace and Private Balcony,Rick,"Chicago, IL",within an hour,True,Neighborhood highlights,Uptown,41.97095,-87.66798,Entire serviced apartment,Todo o espaço,6,2.0,3.0,3.0,$558.00,3,40,0,4.93,False,558.0
4840753,Modern 1BR w/ private balcony and grill,Rick,"Chicago, IL",within an hour,True,,Uptown,41.97106,-87.66777,Room in boutique hotel,Quarto privativo,2,,1.0,,,3,38,0,4.97,False,
4852830,Private bedroom in Lincoln Park,Matt,"Chicago, IL",within an hour,True,Neighborhood highlights,Lincoln Park,41.91233,-87.65146,Private room in condo,Quarto privativo,2,1.0,1.0,1.0,$108.00,32,343,0,4.92,False,108.0
4872152,"Simple room, close to trains!",Angelica,"Chicago, IL",within an hour,False,Neighborhood highlights,West Town,41.90637,-87.68954,Private room in rental unit,Quarto privativo,2,1.0,1.0,1.0,$75.00,1,279,1,4.74,True,75.0
4923963,Charming Brownstone Garden Level,Doral,"Chicago, IL",within an hour,False,Neighborhood highlights,Grand Boulevard,41.80944,-87.61664,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$101.00,32,29,0,4.38,False,101.0
5014976,Chic 3BD/2BA Suite w/ Full Kitchen & Washer/Dryer,Rick,"Chicago, IL",within an hour,True,Neighborhood highlights,Uptown,41.97,-87.66865,Entire serviced apartment,Todo o espaço,6,2.0,3.0,3.0,$558.00,3,38,0,4.92,False,558.0
5074013,Unwind in Style Steps from the Magnificent Mile,Tatiana & Roupen,"Chicago, IL",within an hour,True,Neighborhood highlights,Near North Side,41.89295,-87.62217,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$220.00,2,411,0,4.98,False,220.0
5102125,Private BR in Condo close to Chicago Dwtwn!,Saurin,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.89492,-87.65926,Private room in condo,Quarto privativo,2,1.5,1.0,1.0,$75.00,1,325,5,4.89,False,75.0
5117490,The Entire Floor of a Comfortable & Modern Duplex,Vladimir,"Chicago, IL",within a few hours,True,Neighborhood highlights,West Town,41.89998,-87.69244,Private room in home,Quarto privativo,2,1.0,1.0,1.0,$123.00,28,199,0,4.92,False,123.0
5185790,"Unique 6,000 Foot Converted Factory",Jon,"Chicago, IL",within a few hours,False,,West Town,41.8911,-87.66947,Entire condo,Todo o espaço,8,3.5,3.0,4.0,"$5,000.00",32,0,0,,False,5000.0
5195252,Room with large private balcony,Sebastien,"Chicago, IL",within a few hours,True,Neighborhood highlights,West Town,41.90451,-87.67943,Private room in condo,Quarto privativo,2,1.0,1.0,1.0,$48.00,32,177,0,4.89,False,48.0
5205377,Private room+bath in Wicker Park,Sebastien,"Chicago, IL",within a few hours,True,Neighborhood highlights,West Town,41.90434,-87.67967,Private room in condo,Quarto privativo,2,1.0,1.0,1.0,$68.00,32,289,0,4.91,False,68.0
5210927,iKlektik House Chicago / Robin,Mindy + Tony,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.89329,-87.68574,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$112.00,2,544,4,4.9,True,112.0
5219364,Modern Glamour in West Town,Brian,"Chicago, IL",within an hour,False,,West Town,41.89446,-87.67382,Entire rental unit,Todo o espaço,4,1.5,2.0,2.0,$157.00,2,0,0,,False,157.0
5231461,Modern/Spacious 2BR/2BA West Town,Charissa,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.90168,-87.693,Entire condo,Todo o espaço,4,2.0,2.0,2.0,$180.00,3,277,3,4.93,False,180.0
5283285,The Flower Power Room,Matt,"Chicago, IL",within a few hours,True,Neighborhood highlights,Lower West Side,41.85707,-87.67082,Private room in rental unit,Quarto privativo,2,,,,,32,156,0,4.59,False,
5297152,Fresh and Sunny Bed & Bath by UofC,Bennett,"Chicago, IL",within an hour,True,Neighborhood highlights,Hyde Park,41.79755783081055,-87.59791564941406,Private room in home,Quarto privativo,1,1.0,1.0,1.0,$78.00,50,246,1,4.91,True,78.0
5321981,Inspiring Studio in Art Gallery,William,"Chicago, IL",within a day,False,Neighborhood highlights,West Town,41.9086,-87.67684,Private room in loft,Quarto privativo,2,,1.0,,,32,55,0,4.55,False,
5359984,"Condo with private terrace, free WIFI and parking",Mark,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.89558,-87.66585,Entire rental unit,Todo o espaço,8,2.5,3.0,6.0,$289.00,3,139,1,4.86,False,289.0
5406217,Urban Luxury 1BR/2BA Logan Square Condo w/Garage,Bryan,"Chicago, IL",within an hour,True,Neighborhood highlights,Logan Square,41.92621,-87.70888,Entire condo,Todo o espaço,2,2.0,1.0,1.0,$155.00,2,290,5,4.98,False,155.0
5496659,Small Beige Room SouthShore Airbnb Single twin bed,Delia,"Chicago, IL",within a few hours,False,Neighborhood highlights,South Shore,41.76477,-87.57182,Private room in home,Quarto privativo,1,1.0,1.0,1.0,$28.00,32,110,0,4.44,False,28.0
5537682,The Rectory,David,"Chicago, IL",within an hour,True,Neighborhood highlights,Lincoln Park,41.92032,-87.66128,Entire guesthouse,Todo o espaço,7,2.0,2.0,3.0,$226.00,2,306,1,4.88,False,226.0
5571262,Sunny Tri Level,Holly,"Chicago, IL",,False,Neighborhood highlights,West Town,41.89738,-87.67208,Entire condo,Todo o espaço,6,,2.0,,,3,169,0,4.96,False,
5576191,Yellow Room - South Shore Bungalow,Delia,"Chicago, IL",within a few hours,False,Neighborhood highlights,South Shore,41.76257,-87.57225,Private room in bungalow,Quarto privativo,4,1.0,1.0,1.0,$36.00,1,53,0,4.77,False,36.0
5645139,Vintage Uptown Loft with Queen Bed & Private Bath,Amy,"Chicago, IL",within an hour,True,Neighborhood highlights,Uptown,41.97188,-87.65779,Private room in condo,Quarto privativo,2,1.0,1.0,1.0,$140.00,3,248,3,4.96,False,140.0
5785758,Medical Student Housing C,Daniel Michael,"Chicago, IL",within an hour,False,,South Lawndale,41.85253,-87.69803,Private room in rental unit,Quarto privativo,1,1.0,1.0,1.0,$46.00,1,33,0,4.91,False,46.0
5804791,Medical School Housing A,Daniel Michael,"Chicago, IL",within an hour,False,,South Lawndale,41.8544,-87.69845,Private room in rental unit,Quarto privativo,1,1.0,1.0,1.0,$55.00,25,31,0,4.84,False,55.0
5805991,Medical Student Housing B,Daniel Michael,"Chicago, IL",within an hour,False,,South Lawndale,41.85436,-87.69681,Private room in rental unit,Quarto privativo,1,1.0,1.0,1.0,$57.00,15,27,0,4.89,False,57.0
5807478,"Sunny 2 Bedroom Apartment, Easy Access to Marathon",Daniel Michael,"Chicago, IL",within an hour,False,Neighborhood highlights,South Lawndale,41.85276,-87.69828,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$104.00,4,25,1,4.96,False,104.0
5847065,Goose & Fox Hostel Lincoln Park,Greg,"Chicago, IL",within an hour,False,Neighborhood highlights,Lincoln Park,41.91775,-87.65508,Private room in rental unit,Quarto privativo,2,1.0,1.0,2.0,$110.00,1,265,3,4.57,False,110.0
5850897,"McCormick Place, Downtown Chicago, Museums, & more",Brandon,"Chicago, IL",within an hour,False,Neighborhood highlights,Grand Boulevard,41.81436,-87.61289,Private room in home,Quarto privativo,8,2.5,3.0,3.0,$133.00,2,38,0,4.97,False,133.0
5851115,Great Place Garfield Park 3 Bedroom,Seth & Mike,"Chicago, IL",within a day,True,Neighborhood highlights,West Garfield Park,41.87669,-87.72146,Entire rental unit,Todo o espaço,10,1.0,3.0,3.0,$62.00,32,503,1,4.85,False,62.0
5874798,SuperHost with Private bedroom/bath/entry Lakeview,Dorene,"Chicago, IL",within an hour,True,Neighborhood highlights,Lake View,41.93955,-87.65904,Private room in condo,Quarto privativo,2,1.0,1.0,1.0,$120.00,2,369,4,4.91,True,120.0
5881188,Spacious 2BR: Downtown/Med District/United Center,Jasmine,"Chicago, IL",within an hour,False,,Near West Side,41.86847645799477,-87.6844092655454,Entire rental unit,Todo o espaço,4,1.0,2.0,2.0,$163.00,2,0,0,,False,163.0
5996942,"Spacious suite near CTA/orange line, McKinley Park",Ying,"Rockville, MD",within an hour,False,Neighborhood highlights,Mckinley Park,41.82983,-87.67544,Entire guest suite,Todo o espaço,2,1.0,1.0,2.0,$49.00,3,209,2,4.6,False,49.0
6039038,05b. Queen futon in Common Room,Joseph,"Chicago, IL",within an hour,True,Neighborhood highlights,West Ridge,42.01653,-87.68788,Shared room in rental unit,Quarto compartilhado,2,2.0,1.0,1.0,$20.00,1,198,2,4.73,False,20.0
6045978,Trendy Roscoe Village 3BD/2B w/fireplace~ Cozy HM2,Joe,"Chicago, IL",within a few hours,True,Neighborhood highlights,North Center,41.9464582,-87.6871763,Entire rental unit,Todo o espaço,8,2.0,3.0,3.0,$205.00,2,65,2,4.91,False,205.0
6051322,"1BD/1BA steps away from local shops, entertainment",Rick,"Chicago, IL",within an hour,True,Neighborhood highlights,Uptown,41.97183,-87.66786,Room in boutique hotel,Quarto privativo,2,,1.0,,,3,6,0,4.67,False,
6053269,Vibrant Andersonville 2BR w/ in-unit laundry,Rick,"Chicago, IL",within an hour,True,Neighborhood highlights,Uptown,41.97106,-87.66777,Room in aparthotel,Quarto privativo,4,,2.0,,,3,20,0,4.85,False,
6057908,Lakeview Charmer -with parking!,Cathy,"Chicago, IL",within an hour,True,Neighborhood highlights,Lake View,41.93886,-87.65391,Entire rental unit,Todo o espaço,5,1.0,2.0,2.0,$136.00,2,467,2,4.83,False,136.0
6065318,"NEW,Roscoe Village,Cubs, Pvt Bath, Pvt Entrance",Nick,"Chicago, IL",within an hour,True,Neighborhood highlights,North Center,41.94815,-87.68459,Private room in home,Quarto privativo,4,1.0,1.0,3.0,$76.00,2,631,10,4.96,False,76.0
6086065,Cozy 2 Bedroom Garden Apartment,Doug,"Chicago, IL",within a day,True,Neighborhood highlights,Logan Square,41.92428,-87.69222,Entire rental unit,Todo o espaço,4,1.0,2.0,3.0,$80.00,32,86,0,4.97,False,80.0
6103492,Entire 2 bdrm english garden apt*block 2trains&I94,Donna,"Chicago, IL",within a few hours,True,Neighborhood highlights,Portage Park,41.95993,-87.74773,Entire rental unit,Todo o espaço,3,2.0,2.0,2.0,$79.00,32,20,1,4.65,False,79.0
6133986,Cool loft in Fulton Market District / West Loop,Levar,"Chicago, IL",a few days or more,False,Neighborhood highlights,Near West Side,41.88796,-87.6445,Entire loft,Todo o espaço,3,1.0,2.0,1.0,$279.00,32,45,0,4.67,False,279.0
6153674,Trendy Roscoe Village 3BD/2BA w/Fireplace Cozy VN1,Joe,"Chicago, IL",within a few hours,True,Neighborhood highlights,North Center,41.94078,-87.68115,Entire rental unit,Todo o espaço,8,2.0,3.0,3.0,$208.00,32,40,0,4.73,False,208.0
6363328,Cozy studio in amazing location,Sara,"Chicago, IL",a few days or more,False,Neighborhood highlights,Lincoln Square,41.96857,-87.69577,Entire rental unit,Todo o espaço,2,1.0,0.0,1.0,$108.00,3,259,0,4.82,False,108.0
6365974,Cute cozy cottage 20 min 2 downtown,Donna,"Chicago, IL",within a few hours,True,Neighborhood highlights,Hegewisch,41.65064,-87.54074,Entire bungalow,Todo o espaço,3,1.0,2.0,2.0,$70.00,32,47,0,4.81,False,70.0
6374350,Spacious garden level suite,Petra,"Chicago, IL",within an hour,True,Neighborhood highlights,North Center,41.94812,-87.68333,Private room in townhouse,Quarto privativo,2,1.0,1.0,1.0,$80.00,2,259,6,4.96,True,80.0
6374890,Bright 1bd in Ukrainian / Humboldt,Mary,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.89972,-87.69722,Entire rental unit,Todo o espaço,2,1.0,1.0,1.0,$153.00,32,72,0,4.81,False,153.0
6378085,"Irving Park comfort, Chicago’s North Side",Rosa,"Chicago, IL",within an hour,True,Neighborhood highlights,Irving Park,41.95185,-87.70459,Entire rental unit,Todo o espaço,4,1.0,2.0,3.0,$137.00,2,125,2,4.72,False,137.0
6386641,Apartment in Arty Historic West Town Home,Sarah,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.89225,-87.67496,Entire rental unit,Todo o espaço,3,1.0,2.0,2.0,$132.00,2,71,5,4.89,False,132.0
6423299,The Craftsman Gallery at OHC - No Cleaning Fee!,Matthew,"Chicago, IL",within an hour,True,Neighborhood highlights,West Town,41.8948,-87.65661,Entire rental unit,Todo o espaço,8,2.0,3.0,4.0,$240.00,2,403,2,4.91,False,240.0
6447131,River North's Finest - Monthly,Dean,"Chicago, IL",within an hour,True,Neighborhood highlights,Near North Side,41.8972,-87.63442,Entire rental unit,Todo o espaço,6,2.0,2.0,2.0,$159.00,30,198,1,4.82,True,159.0
6472628,Pilsen Custom Home,Zandra,"Chicago, IL",within an hour,False,Neighborhood highlights,Lower West Side,41.84998,-87.67714,Private room in home,Quarto privativo,1,1.5,1.0,1.0,$68.00,32,50,0,4.8,False,68.0
